index,x,y,w,x,y,z,else
0,0.16713836789131165,-0.02151627466082573,0.9990969300270081,0.00021873641526326537,5.6629014579812065e-05,-0.04248717427253723,
1,0.16717197000980377,-0.02159780077636242,0.9990970492362976,0.00021832436323165894,5.678787420038134e-05,-0.04248436912894249,
2,0.16707725822925568,-0.021598681807518005,0.9990971684455872,0.00021822034614160657,5.674729618476704e-05,-0.04248145595192909,
3,0.2068079710006714,-0.015271784737706184,0.9995717406272888,0.00021634387667290866,4.933839227305725e-05,-0.02926276996731758,
4,0.3847126066684723,-0.02230173721909523,0.9983522891998291,0.00034357779077254236,0.00010904506780207157,-0.05738029628992081,
5,0.6197131872177124,-0.03575694561004639,0.9974402189254761,0.000302035448839888,0.00017497707449365407,-0.0715038925409317,
6,0.946542501449585,-0.05646030977368355,0.9966530203819275,0.0003034626424778253,0.00017652350652497262,-0.08174735307693481,
7,1.268976092338562,-0.08629723638296127,0.9959021806716919,0.0003610228595789522,0.00019959226483479142,-0.09043608605861664,
8,1.680243968963623,-0.11878498643636703,0.9958482384681702,0.0004909933195449412,0.0002421023673377931,-0.09102707356214523,
9,2.0551998615264893,-0.14882948994636536,0.9963392019271851,0.000563098699785769,0.000276407808996737,-0.08548477292060852,
10,2.3913023471832275,-0.1687847226858139,0.9962766766548157,0.0006236418266780674,0.00030440420960076153,-0.08621012419462204,
11,2.7589399814605713,-0.17079414427280426,0.998253345489502,0.00048408505972474813,0.00016071251593530178,-0.05907582864165306,
12,2.93636155128479,-0.1858786642551422,0.9973642826080322,0.0004662692081183195,0.00019337289268150926,-0.07255447655916214,
13,3.03059458732605,-0.18804296851158142,0.9986790418624878,0.00047548662405461073,0.00011113104119431227,-0.05138228088617325,
14,3.225736379623413,-0.20560139417648315,0.9976686239242554,0.00046724319690838456,0.00013283953012432903,-0.06824418902397156,
15,3.518991470336914,-0.22105731070041656,0.9984356164932251,0.0004665450833272189,0.00012937419523950666,-0.05591006577014923,
16,3.9084229469299316,-0.2413719892501831,0.9981451630592346,0.0004483737575355917,0.00012035310646751896,-0.06087822839617729,
17,4.418811321258545,-0.2671314477920532,0.9977685809135437,0.000406376231694594,9.463848982704803e-05,-0.06676523387432098,
18,4.78452730178833,-0.2847835123538971,0.9980207085609436,0.0004044948145747185,8.244783384725451e-05,-0.06288623809814453,
19,5.335620403289795,-0.3491489589214325,0.9957946538925171,0.0004105344123672694,7.453802390955389e-05,-0.09161187708377838,
20,5.700043678283691,-0.42972531914711,0.9895299077033997,0.00047572024050168693,8.11063582659699e-05,-0.14432737231254578,
21,6.013662338256836,-0.5453706383705139,0.9797316193580627,0.00039080684655345976,6.323875277303159e-05,-0.2003147006034851,
22,6.415651321411133,-0.7553262710571289,0.9519160389900208,0.00046531722182407975,0.00019210118625778705,-0.3063584864139557,
23,6.719192981719971,-0.9444870352745056,0.9515553712844849,0.0005131594371050596,0.0001740519655868411,-0.3074769973754883,
24,7.0262932777404785,-1.1639540195465088,0.9426391124725342,0.0005941497511230409,0.0002193454565713182,-0.33381304144859314,
25,7.353672981262207,-1.4234117269515991,0.9305069446563721,0.0006406030734069645,0.0001607857266208157,-0.3662737011909485,
26,7.579819679260254,-1.6126583814620972,0.9267202019691467,0.00046418592683039606,0.0002325184177607298,-0.3757515847682953,
27,7.937727928161621,-1.8915026187896729,0.9298430681228638,0.00045324605889618397,0.0002014485653489828,-0.36795589327812195,
28,8.26530933380127,-2.1510560512542725,0.9368236064910889,0.0008443208644166589,-9.416471584700048e-05,-0.34980109333992004,
29,8.631135940551758,-2.4494144916534424,0.9295177459716797,0.0011085642036050558,0.00014308560639619827,-0.3687758147716522,
30,8.994404792785645,-2.6668202877044678,0.9574905037879944,0.000971795991063118,-0.00018436540267430246,-0.28846320509910583,
