x,y,yaw,else
0.5665385127067566,-0.33369824290275574,-1.2037689770227478,
0.5665444135665894,-0.33370620012283325,-1.2038734214686204,
0.5665690302848816,-0.3337002992630005,-1.203756821471094,
0.5665434002876282,-0.3337845504283905,-1.202721613347284,
0.5665386319160461,-0.3336862027645111,-1.2019619043779743,
0.5665448904037476,-0.33353906869888306,-1.201557586027511,
0.5665217041969299,-0.3334698975086212,-1.2015495408099368,
0.5665379166603088,-0.3334266245365143,-1.202005139185075,
0.5665570497512817,-0.33339595794677734,-1.2025079308247233,
0.5665712356567383,-0.3334380090236664,-1.202512193522211,
0.5665960311889648,-0.33351239562034607,-1.2021875726302944,
0.5665920972824097,-0.33360007405281067,-1.2021748228431612,
0.5665962100028992,-0.33376508951187134,-1.202387350769822,
0.5665830969810486,-0.3338344097137451,-1.2021978504580018,
0.5665518045425415,-0.3339059054851532,-1.2021568539501863,
0.5666364431381226,-0.33395692706108093,-1.2017766235901168,
0.5674726963043213,-0.3341437876224518,-1.2019135279560496,
0.573286235332489,-0.3387488126754761,-1.2161419342508304,
0.5832357406616211,-0.3435913920402527,-1.228333692505611,
0.5936166644096375,-0.34585314989089966,-1.2220208338614709,
0.611385703086853,-0.3517347574234009,-1.227977203624799,
0.6230792999267578,-0.3548232614994049,-1.2261602308556225,
0.6348731517791748,-0.358064204454422,-1.222106895144233,
0.657346248626709,-0.3640621304512024,-1.2147047876916088,
0.6883091926574707,-0.37137216329574585,-1.2093754493830802,
0.7270130515098572,-0.38079506158828735,-1.2045465679003626,
0.755729079246521,-0.38720330595970154,-1.1972069906747378,
0.7962320446968079,-0.3974791467189789,-1.1892635511066714,
0.835883378982544,-0.40727365016937256,-1.186619970939966,
0.8612706661224365,-0.4152388572692871,-1.1891345721701034,
0.9274135828018188,-0.4343591332435608,-1.1933181118994414,
0.9774110913276672,-0.44950297474861145,-1.1891441018492714,
1.0367474555969238,-0.46583282947540283,-1.3254613301295046,
1.0720009803771973,-0.4752630889415741,-1.3203068385869177,
1.114931583404541,-0.487777441740036,-1.318067936539007,
1.1864192485809326,-0.5049891471862793,-1.3197848841217807,
1.2333216667175293,-0.5165289044380188,-1.3187718294179098,
1.2877877950668335,-0.5317277312278748,-1.3194402510725618,
1.371523380279541,-0.5561649799346924,-1.3173112637667548,
1.4389665126800537,-0.5774950385093689,-1.304969407721632,
1.493181586265564,-0.5939135551452637,-1.3003333939483408,
1.6553878784179688,-0.6341955065727234,-1.2754598843001503,
1.8139230012893677,-0.6779484152793884,-1.2740729062056928,
1.8756903409957886,-0.6989485621452332,-1.2852471766051707,
1.9866043329238892,-0.7347909808158875,-1.2917921546963504,
2.019824743270874,-0.7449256777763367,-1.2883682438814648,
2.05857515335083,-0.7543168067932129,-1.2765749181798118,
2.1281211376190186,-0.7680556774139404,-1.2363929558495315,
2.179131031036377,-0.7774385809898376,-1.2181486215311228,
2.282339334487915,-0.803619384765625,-1.209425953107819,
2.3540213108062744,-0.8313326835632324,-1.3007067843002482,
2.407057523727417,-0.8470137119293213,-1.2916918941441164,
2.4837794303894043,-0.8648691177368164,-1.2627292901094338,
2.52534818649292,-0.875819742679596,-1.2597253263028994,
2.61069917678833,-0.8994029760360718,-1.2748239827413803,
2.7067956924438477,-0.9281169176101685,-1.2902832653344767,
2.810239791870117,-0.9532499313354492,-1.2766622519591984,
2.892746686935425,-0.9729982614517212,-1.3560324218503854,
3.0346171855926514,-1.0066468715667725,-1.8958228312839298,
3.0903327465057373,-1.0217057466506958,-1.9062844786287338,
3.149190664291382,-1.0373568534851074,-1.9183908288379532,
3.19673752784729,-1.051274299621582,-1.9152211102525072,
3.25239634513855,-1.0641741752624512,-1.9032367260201155,
3.3125762939453125,-1.0793958902359009,-1.892053572979944,
3.360894203186035,-1.093371033668518,-1.8889909314542765,
3.4198482036590576,-1.1097148656845093,-1.8869238943014202,
3.5129141807556152,-1.135254979133606,-1.8870578639607012,
3.6115734577178955,-1.1624958515167236,-1.9915727607500544,
3.7044434547424316,-1.1854594945907593,-1.9778272868601614,
3.8459486961364746,-1.2209974527359009,-1.9710039693775114,
4.184306621551514,-1.297441005706787,-1.937590706812304,
4.253392219543457,-1.3121895790100098,-1.9349071677381287,
4.346688747406006,-1.336234211921692,-1.9401116733954025,
4.462757587432861,-1.3632193803787231,-1.9545796743433903,
4.550985336303711,-1.3768473863601685,-1.9267637514569689,
4.647414207458496,-1.3934047222137451,-1.9394789921266304,
4.7500457763671875,-1.4162464141845703,-1.9400858970478791,
4.798723220825195,-1.4270378351211548,-1.9832475460989063,
4.832611083984375,-1.4349757432937622,-1.9857839666888695,
4.870676040649414,-1.4436899423599243,-1.9865399906151873,
4.929065227508545,-1.4574075937271118,-1.9856281250965917,
4.97220516204834,-1.4667710065841675,-1.9822348014666968,
5.007369518280029,-1.474468469619751,-1.9866803798958697,
5.066523551940918,-1.485697865486145,-1.9982509348838733,
5.129555702209473,-1.4965318441390991,-2.0032042145303537,
5.206811428070068,-1.5082731246948242,-1.990115801658639,
5.302787780761719,-1.5104564428329468,-1.931709036331736,
5.402724266052246,-1.5021950006484985,-1.8504308029726606,
5.489408016204834,-1.488900065422058,-1.7889244746308475,
5.571319580078125,-1.4679516553878784,-1.7196003919002205,
5.630822658538818,-1.4466382265090942,-1.6588313412983273,
5.6812944412231445,-1.423590064048767,-1.5964835766109535,
5.721800327301025,-1.3997790813446045,-1.535046587354675,
5.791012763977051,-1.3470518589019775,-1.4179038708283573,
5.8591628074646,-1.2848073244094849,-1.2957423551980254,
5.923504829406738,-1.2127364873886108,-1.1795739447032971,
5.955384254455566,-1.1746084690093994,-1.118593482745821,
5.990335941314697,-1.1234426498413086,-0.9956346232614569,
6.018038749694824,-1.075430989265442,-0.8672903446725317,
6.0559468269348145,-1.0143753290176392,-0.8701544470460061,
6.083858489990234,-0.9652799963951111,-0.8272767817024383,
6.115357875823975,-0.9080670475959778,-0.7926912462674163,
6.152364730834961,-0.8278608322143555,-0.7033922579037781,
6.175158500671387,-0.767395555973053,-1.1155519559440967,
6.191854476928711,-0.712502121925354,-0.9530534938710256,
6.218089580535889,-0.6347384452819824,-0.9042483101545242,
6.230257511138916,-0.5910035967826843,-0.9014640298061553,
6.249974727630615,-0.5050819516181946,-0.8184374049822536,
6.2586445808410645,-0.4578155279159546,-0.7724624533502276,
6.276257038116455,-0.3519333004951477,-0.6886319371969826,
6.28618049621582,-0.26367419958114624,-0.5781127217053359,
6.2938103675842285,-0.1955975890159607,-0.531428454946445,
6.289247989654541,-0.1017652153968811,-0.4072762016309244,
6.274130821228027,-0.029619509354233742,-0.29742053394801715,
6.2364277839660645,0.07369107753038406,-0.11729195050800578,
6.208302021026611,0.13640087842941284,-0.05394701899761023,
6.190701961517334,0.16701653599739075,0.006217668848904401,
6.153626918792725,0.22494864463806152,0.08815054525136168,
6.122840881347656,0.2720334827899933,0.14668447719844357,
6.09013557434082,0.31354185938835144,0.2829169408551766,
6.0407586097717285,0.37368980050086975,0.39067089903454744,
5.9789042472839355,0.4358978271484375,0.48282928380917367,
5.8774590492248535,0.5158446431159973,0.5765958237347185,
5.745242595672607,0.592459499835968,0.7971206554442253,
5.642087936401367,0.6432167291641235,0.8869537162709225,
5.47647762298584,0.7047299146652222,1.0278246247398046,
5.395483016967773,0.7321136593818665,1.0756107558312114,
5.279769420623779,0.7722362279891968,1.1716739008670682,
5.084377765655518,0.8352846503257751,1.0982026136152967,
5.0141472816467285,0.8572567105293274,1.1628316427787888,
4.861625671386719,0.8997566103935242,1.1997897340136188,
4.6846394538879395,0.9474502801895142,1.2651899669060154,
4.519830703735352,0.9864034056663513,1.2978492539389785,
4.319373607635498,1.0365337133407593,1.3224244919395787,
4.183994293212891,1.0684255361557007,1.3484971232157923,
4.057005405426025,1.0999428033828735,1.3740298424738115,
3.921968460083008,1.135667324066162,1.3579579117654992,
3.656956434249878,1.2079945802688599,1.4023959692831118,
3.5333516597747803,1.2388744354248047,1.4579860139231209,
3.4844939708709717,1.251059651374817,1.4921357664596038,
3.4195778369903564,1.266669511795044,1.538878416787993,
3.281697988510132,1.2988649606704712,1.432196009960791,
3.169929027557373,1.32660973072052,1.550622210913777,
3.0923731327056885,1.3455175161361694,1.6348475092312629,
2.968545913696289,1.3775498867034912,1.632482730196571,
2.7801761627197266,1.4196549654006958,1.6630593070204165,
2.615060806274414,1.4614567756652832,1.6453528837020017,
2.4144649505615234,1.5187032222747803,1.6464068072387188,
2.31506609916687,1.547309160232544,1.6593298405240653,
2.190495014190674,1.5830742120742798,1.6307500781199709,
2.0745432376861572,1.6196547746658325,1.6067265655106686,
2.0143139362335205,1.640438437461853,1.5964873415045369,
1.9398244619369507,1.6684914827346802,1.6039108093988759,
1.8187683820724487,1.709431767463684,1.557764835735243,
1.7659605741500854,1.7286428213119507,1.5458514291987497,
1.7223173379898071,1.7454650402069092,1.539612831316091,
1.6583094596862793,1.7699450254440308,1.5254190721308725,
1.6120728254318237,1.7865581512451172,1.522346453151877,
1.5660325288772583,1.8037561178207397,1.499264225445859,
1.5664154291152954,1.8034321069717407,1.4006782913474616,
1.5665212869644165,1.8032909631729126,1.3964264000090778,
1.5666168928146362,1.803100824356079,1.3896318013766835,
1.566830039024353,1.8029426336288452,1.378476741379469,
1.566796064376831,1.8027656078338623,1.362386768678782,
1.566927433013916,1.802518606185913,1.3416833002471438,
1.5669851303100586,1.8025518655776978,1.3311556595341612,
1.56706702709198,1.8025188446044922,1.3216659898640373,
1.5671521425247192,1.8025157451629639,1.314516451488065,
1.5671849250793457,1.802473545074463,1.3088780612310214,
1.5673227310180664,1.802392601966858,1.3023113342419712,
1.5672976970672607,1.8023970127105713,1.3013001146414425,
1.5672805309295654,1.8024715185165405,1.3005095607854749,
1.5672558546066284,1.8025864362716675,1.2987464253657717,
1.5672317743301392,1.8026565313339233,1.2981712004624462,
1.5671271085739136,1.8026607036590576,1.2976716808240665,
1.5671647787094116,1.8025965690612793,1.2964133097717916,
