[1.3089992  0.05335426],[2.5917218  0.23863983],[3.8718622 0.5480571],[5.1388783  0.95619965],[6.360524  1.4567466],[7.571447  2.0271368],[8.734615  2.6563973],[9.8579855 3.3355308],,
[1.2281371  0.05067253],[2.4902778  0.19449615],[3.7469063  0.41718817],[4.9672313 0.6923561],[6.22251   1.0600014],[7.459059 1.495882],[8.672038  2.0075626],[9.839737  2.5941772],,
[1.2540371 0.0790801],[2.5118492  0.31108952],[3.7598453 0.6740837],[4.978185 1.117969],[6.193489  1.6356502],[7.3639193 2.206263 ],[8.500503  2.8561735],[9.593305 3.554473],,
[1.0989832  0.04840374],[2.24382    0.24876738],[3.408299   0.57045126],[4.552933  0.9519634],[5.70324   1.3721828],[6.840045  1.7876887],[7.9749446 2.2192774],[9.126945  2.6877656],,
[1.2768136  0.07755089],[2.571027   0.31440353],[3.8419697 0.6766062],[5.1003866 1.1293659],[6.343236  1.6114655],[7.587867 2.076518],[8.861488  2.4940715],[10.109173   2.8768353],,
[1.2721206  0.08187103],[2.5630345  0.31136513],[3.8256052 0.6841335],[5.0424333 1.1722565],[6.2374754 1.762763 ],[7.4047794 2.4160328],[8.560366  3.1190438],[9.66662   3.8589373],,
[1.3534036 0.0807848],[2.670306  0.2880106],[3.9767437  0.63587904],[5.2555356 1.1166015],[6.4470053 1.7170763],[7.581247 2.423038],[8.599486  3.2109556],[9.53007  4.057679],,
[1.3155205  0.06584072],[2.624662   0.29789543],[3.8979988  0.67277765],[5.14563   1.1729198],[6.3499455 1.7639184],[7.4814897 2.4102378],[8.589811  3.1281815],[9.658336  3.8859935],,
[1.2052934  0.04977942],[2.406318   0.19127083],[3.600759   0.45767307],[4.7478833 0.8420305],[5.8911476 1.3787532],[6.974151  2.0334792],[8.020929  2.7894254],[8.974258  3.5559692],,
[1.290648   0.09177732],[2.5762064  0.36590338],[3.856453   0.79909754],[5.10323   1.3308067],[6.3147492 1.9530587],[7.502573  2.6339087],[8.652267 3.364211],[9.747075  4.1370387],,
[1.293839   0.06962442],[2.5892465  0.25817823],[3.8849192 0.5458064],[5.1606994  0.92421675],[6.4041758 1.3852015],[7.617316  1.9305296],[8.800723  2.5692425],[9.937915  3.2771544],,
[1.2820282  0.05791473],[2.573584   0.23936653],[3.8535354 0.539104 ],[5.110579   0.92808247],[6.3555207 1.3953524],[7.5863237 1.9068036],[8.793381  2.4630837],[9.9638605 3.0647368],,
[1.3069134 0.0768466],[2.6084073 0.2844906],[3.9104564 0.6185484],[5.1800704 1.02495  ],[6.4225636 1.5369625],[7.624222 2.098741],[8.773415  2.6790252],[9.811605  3.1997972],,
[ 1.2609447 -0.0262289],[2.5445466  0.10411692],[3.8392975  0.35396433],[5.1412687  0.66231203],[6.446711  1.0129032],[7.736278  1.4188528],[8.999196  1.8660312],[10.236789   2.3820872],,
[1.3018095  0.07726336],[2.637255  0.2919469],[3.9493945 0.631917 ],[5.227712  1.0878515],[6.48434   1.6408019],[7.714582  2.2636967],[8.917161  2.9274502],[10.095298   3.6196275],,
[1.2704875  0.07235861],[2.5480204  0.33606958],[3.7848144 0.7856951],[4.986462 1.367219],[6.169759  2.0495243],[7.3325863 2.775519 ],[8.511685 3.4968  ],[9.680965 4.226379],,
[1.3184808  0.07260704],[2.6355467  0.25819063],[3.9467297  0.55441236],[5.226627   0.93182707],[6.4886494 1.3957381],[7.723306 1.925879],[8.931689  2.5109181],[10.084811  3.149179],,
[1.2629913  0.06338692],[2.554612   0.24038124],[3.8401365  0.50441456],[5.140797   0.83633995],[6.415531  1.2354436],[7.692137 1.735229],[8.907627 2.297892],[10.081944  2.948894],,
[1.2578808  0.05904818],[2.510149  0.2554841],[3.7720008  0.58512545],[5.007663  1.0345845],[6.2041564 1.5949793],[7.345836 2.243032],[8.462344  2.9632149],[9.526441 3.71004 ],,
[1.2290902  0.04780054],[2.457766   0.24704266],[3.6622655  0.62090635],[4.8652215 1.1380401],[6.051791 1.778225],[7.1736393 2.492093 ],[8.265387  3.2770476],[9.292384  4.0856905],,
[1.2669145  0.06987429],[2.535141   0.29064465],[3.7636228 0.6329212],[4.9798822 1.0741863],[6.1611805 1.5913739],[7.2916503 2.1699963],[8.413897 2.799171],[9.5018015 3.4408045],,
[1.2749441  0.07478857],[2.5660636  0.29813814],[3.8694978 0.6408224],[5.1493235 1.1011295],[6.4154997 1.6195722],[7.6479883 2.1988811],[8.88488  2.809698],[10.071994  3.432333],,
[1.2272942  0.08773899],[2.4947827 0.3242607],[3.804072   0.68622017],[5.078445  1.1417675],[6.347065  1.6595478],[7.592418  2.2364397],[8.830446  2.8491907],[10.00771    3.5033712],,
[1.2490656  0.06562853],[2.5434487  0.28324842],[3.825927  0.6341362],[5.0961137 1.0907569],[6.3385205 1.6059833],[7.5930567 2.141324 ],[8.845768  2.6476498],[10.083514   3.1709208],,
[1.2898921  0.07654285],[2.600155   0.27756548],[3.90627    0.58387995],[5.212203   0.96667194],[6.502523  1.4293137],[7.73635  1.984921],[8.930684  2.6354184],[10.062072   3.3733869],,
[1.3069532  0.08851242],[2.6093938 0.3209939],[3.955421  0.6604271],[5.27011   1.0922661],[6.5613832 1.5923595],[7.844104  2.1589837],[9.098136  2.7757516],[10.288614   3.4446688],,
[1.2737948  0.10700893],[2.5556357  0.40260363],[3.8176377 0.8296809],[5.056833  1.3360586],[6.303059  1.8759627],[7.5429115 2.369482 ],[8.851565  2.8185143],[10.0706005  3.2713552],,
[1.1852568  0.07111645],[2.271425   0.37963772],[3.372426   0.91076565],[4.4241037 1.6300073],[5.4012523 2.4885063],[6.3046117 3.4824047],[7.0803385 4.5178137],[7.8002343 5.6146355],,
[0.99544024 0.07047033],[2.0242054 0.2739606],[3.0189168  0.56721115],[3.9489725  0.97292805],[4.8311524 1.5085616],[5.6968365 2.1721396],[6.5349836 2.9310894],[7.289619 3.7525  ],,
[1.0552218  0.05341721],[2.106125   0.25309038],[3.1683033 0.6323986],[4.1963935 1.1611528],[5.1295652 1.7938051],[6.0183043 2.5218415],[6.8852615 3.32193  ],[7.7414265 4.162969 ],,
[0.9726895  0.04819536],[2.00787    0.24801779],[3.0856903  0.56149435],[4.1957545 0.9289012],[5.316871  1.3102498],[6.4057198 1.7243786],[7.482971  2.1740708],[8.494095 2.666595],,
[1.0738558  0.05338287],[2.2009454  0.17099524],[3.3816915  0.37518072],[4.5595956 0.6662593],[5.71477   1.0837107],[6.842064  1.6553826],[7.8882027 2.3866754],[8.806594  3.2243056],,
[0.9400703  0.02585268],[1.8710802  0.20999336],[2.8006     0.62543964],[3.653652  1.2438307],[4.4579663 2.0339913],[5.1993375 2.9085193],[5.9188714 3.8297734],[6.562665 4.750243],,
[1.0567739  0.03986502],[2.128062   0.17673302],[3.2359078 0.4344654],[4.3549976  0.80138826],[5.433787 1.223741],[6.4851294 1.6817384],[7.480084  2.1678567],[8.405572  2.6736755],,
[1.0989587  0.08106995],[2.1544437 0.3817215],[3.152227   0.87184906],[4.0596514 1.4666018],[4.91127  2.106196],[5.708932  2.8068714],[6.4175687 3.554122 ],[7.0819936 4.3350773],,
[1.1320302  0.02276707],[2.2682536  0.12222004],[3.3996906 0.344069 ],[4.5361357 0.7189293],[5.601353  1.2672219],[6.6146874 1.9870315],[7.552486  2.8556986],[8.370024  3.8016143],,
[0.92383647 0.07518148],[1.8786763  0.30254698],[2.86652    0.67153835],[3.8518035 1.1245327],[4.823019  1.5874681],[5.826191  2.0852852],[6.8170295 2.6304746],[7.7565236 3.238193 ],,
[0.929991   0.10875702],[1.978784  0.5033927],[3.0518918 1.096993 ],[4.12883   1.7946696],[5.205641  2.4679966],[6.28132   3.1179686],[7.326455  3.7926645],[8.299326 4.463102],,
[1.077215   0.01719046],[2.1663902  0.09232712],[3.2774558 0.2407527],[4.3687773  0.48956728],[5.397904 0.835701],[6.357376  1.2886634],[7.2459188 1.8812823],[7.963769  2.5424328],,
[0.7078263  0.00619364],[1.3145111  0.15800762],[1.8569099 0.5245919],[2.4354842 1.1665163],[3.0432956 2.0035963],[3.6433995 2.9658666],[4.275939  3.9470162],[4.9150653 4.935031 ],,
[1.1736983  0.05342865],[2.3080947  0.22877693],[3.394789  0.4840021],[4.424486   0.79986525],[5.3639164 1.2390256],[6.2146792 1.8276048],[6.938287  2.5360699],[7.571399  3.3024077],,
[1.0626814  0.03294277],[2.0897546 0.0979867],[3.0636053  0.23998785],[3.9665537 0.5086179],[4.8505344 0.9969344],[5.676184 1.664082],[6.427398  2.4939103],[7.1090055 3.4412966],,
[1.1578791  0.05627155],[2.32426    0.26387405],[3.4746265  0.66032076],[4.5818434 1.2458553],[5.618468  1.9674721],[6.5445795 2.769496 ],[7.398095  3.5446863],[8.1693535 4.2497225],,
[0.8383942  0.07554483],[1.7070233 0.2721362],[2.574838   0.54805326],[3.4758584 0.9269109],[4.4245615 1.3928747],[5.380845  1.9714255],[6.3243527 2.6700425],[7.2188907 3.4362183],,
[0.9116988  0.05165386],[1.8904496  0.31327295],[2.9225893 0.8072772],[3.9901304 1.4188037],[5.0532393 2.095098 ],[6.103061  2.8069758],[7.13756   3.5202303],[8.137936  4.2005277],,
[1.0348623  0.04761076],[1.9963238  0.27328396],[2.9554195 0.7198806],[3.9158792 1.3410616],[4.88031   2.0828967],[5.834104 2.902915],[6.741284  3.7573586],[7.629441  4.6549797],,
[1.1271827  0.04329538],[2.204228   0.17395973],[3.2512221 0.3769369],[4.2555685  0.70874023],[5.241339  1.2331133],[6.157577  1.9175177],[6.9664917 2.7165055],[7.6051674 3.6031637],,
[0.84858304 0.10125256],[1.7939197  0.42544508],[2.8178928 0.9093075],[3.9051507 1.4514999],[5.0169806 1.949398 ],[6.1552553 2.434451 ],[7.274953  2.9149628],[8.347008  3.4163432],,
[1.1173205  0.06439734],[2.2598078  0.32949162],[3.4817038 0.706295 ],[4.690979  1.2348714],[5.711248 1.97014 ],[6.7410054 2.8523345],[7.6912856 3.7799692],[8.462727 4.756537],,
[1.1111742  0.08763361],[2.1962328  0.43811417],[3.280322 1.058722],[4.3553467 1.842268 ],[5.399114  2.6298823],[6.4413013 3.4418826],[7.477367 4.280248],[8.45616  5.165043],,
[1.0186038  0.08108711],[2.1005135 0.2503829],[3.1730263  0.46503448],[4.232508   0.79238796],[5.257792  1.2340288],[6.2882104 1.7437577],[7.3414216 2.3061957],[8.341604  2.9092908],,
[0.64023465 0.08844328],[1.423336  0.4874587],[2.2668917 1.172411 ],[3.0689476 1.9938173],[3.8549752 2.8763008],[4.6526966 3.789422 ],[5.451517 4.757883],[6.2255955 5.6852336],,
[0.83504015 0.04574013],[1.7589461  0.18055534],[2.7937188  0.41160154],[3.8629704  0.74845266],[4.8747272 1.1139336],[5.8239155 1.5945373],[6.7268653 2.269959 ],[7.576119  3.0979075],,
[0.8939388  0.05290794],[1.8554077 0.3937006],[2.8520873 0.9593296],[3.829665  1.6877794],[4.8259077 2.5101128],[5.8089466 3.3198738],[6.7658715 4.0632167],[7.7955494 4.821242 ],,
[0.84802157 0.04079628],[1.9007547 0.1211772],[2.9922009 0.1858058],[4.1972322  0.29617834],[5.3448586  0.42487907],[6.5463476  0.58388996],[7.715051   0.71256876],[8.820169   0.88734007],,
[0.75701535 0.11881447],[1.5336956 0.4456811],[2.3956633  0.96136427],[3.2970254 1.5897517],[4.2486343 2.200564 ],[5.204936  2.7364311],[6.1576924 3.3148155],[7.081114  3.8387766],,
[0.9656829  0.08856821],[2.0096269  0.35946798],[3.0107417 0.7567854],[4.023672  1.2737026],[4.9750233 1.8328357],[5.952078 2.389412],[6.9653897 2.997857 ],[7.895996  3.5862694],,
[0.9171792  0.07271481],[1.9686424  0.27359486],[3.0374403  0.57990026],[4.170574   0.97820044],[5.3062067 1.4655519],[6.452224  2.1455345],[7.5595727 2.9760847],[8.535018  3.8385997],,
[0.9623733  0.06691742],[1.8930961 0.3221798],[2.807996   0.82408285],[3.7172363 1.5315118],[4.628777  2.2945323],[5.5093374 3.163508 ],[6.452613 4.082394],[7.372394  5.0259027],,
[0.5673561  0.07185459],[1.2294874  0.41360664],[1.9964569 1.0877709],[2.7580626 1.9522333],[3.5084472 2.890324 ],[4.2584395 3.8538952],[5.0434566 4.803255 ],[5.805189 5.698879],,
[0.5998095  0.04643536],[1.2959298  0.31457138],[2.1327338 0.8283925],[2.998997  1.5287771],[3.8649592 2.3537827],[4.705155  3.2724247],[5.528929  4.2469645],[6.322494  5.2413936],,
[0.92340934 0.08970976],[1.9550701  0.46101475],[2.955108  0.9849658],[3.8429217 1.4821496],[4.7794814 1.994741 ],[5.7582984 2.4503732],[6.7890325 2.8455062],[7.8222084 3.115931 ],,
[0.6518676  0.10022736],[1.4785678 0.5055809],[2.3781636 1.1418357],[3.3174865 1.9081554],[4.2502465 2.7304053],[5.171797  3.6129646],[6.114744  4.5353117],[7.0104017 5.444598 ],,
[0.7938014 0.100811 ],[1.6773759  0.41107845],[2.6458085  0.83054066],[3.7006974 1.3440781],[4.764399 1.820622],[5.7857423 2.3233533],[6.7473626 2.8968244],[7.654988 3.493444],,
[ 0.9073308  -0.03130794],[1.766339   0.10811591],[2.7579107 0.5102761],[3.7477214 1.187618 ],[4.739982  2.0385149],[5.703244  2.9527209],[6.6442533 3.91899  ],[7.4753475 4.8580837],,
[0.9413571 0.0705595],[1.9142742  0.32414436],[2.9108155 0.7862382],[3.8932908 1.4667387],[4.909933  2.2056718],[5.9111423 3.038714 ],[6.9203753 3.8897505],[7.8806524 4.796116 ],,
[0.82798547 0.01756763],[1.7251956  0.21205044],[2.7175238 0.667449 ],[3.6873722 1.3688817],[4.623678  2.2337575],[5.538808 3.188218],[6.4636936 4.176332 ],[7.332721  5.1636114],,
[0.7468766  0.03613901],[1.5581145 0.2709465],[2.5093799 0.7330961],[3.5379195 1.3656001],[4.5488214 2.1015568],[5.5739822 2.8857307],[6.580108  3.6563811],[7.580385 4.428325],,
[0.8883727  0.10467434],[1.9041486  0.42582607],[2.9918563 0.941257 ],[4.0624213 1.6220279],[5.0702143 2.4012709],[6.0440483 3.212016 ],[7.0253935 4.043673 ],[7.9457135 4.8409295],,
[0.9551933  0.11772633],[1.9518148 0.5764494],[3.0107174 1.3219147],[4.0373693 2.2011242],[5.0392118 3.12783  ],[6.1056    4.0206943],[7.18177  4.865405],[8.221527  5.7971783],,
[0.6711471  0.06255674],[1.4629405  0.38636112],[2.363331  0.9892392],[3.271181  1.7783022],[4.1189594 2.6849961],[4.9481215 3.7039318],[5.795061  4.7418365],[6.6233134 5.753638 ],,
[0.6689859  0.09328079],[1.4849048  0.42400646],[2.3319387 1.0502114],[3.170997  1.9701633],[3.9660106 3.0389662],[4.71966  4.153022],[5.481239 5.297834],[6.202046 6.426096],,
[0.8881063  0.01422596],[1.8049802  0.10832167],[2.7614017  0.27907372],[3.7459402 0.5273714],[4.7376285 0.830987 ],[5.7328014 1.2292261],[6.7296567 1.8238845],[7.640916  2.5370421],,
[0.86950314 0.06067991],[1.6760877  0.30713272],[2.5831692 0.7436547],[3.4737978 1.2187934],[4.3874    1.8412113],[5.2941203 2.5211444],[6.239223  3.2002149],[7.166524 3.917087],,
[0.9301108  0.06993294],[1.9554566  0.32343864],[3.0210104 0.6535883],[4.1107492 1.0564966],[5.1201777 1.4841132],[6.093794  2.0664277],[7.063053  2.7622104],[7.9501615 3.4877152],,
[0.7294793  0.04905605],[1.612551   0.23416519],[2.4177105 0.5899215],[3.270435  1.1093397],[4.139578  1.7393699],[4.98533  2.517476],[5.7503715 3.419612 ],[6.4685373 4.4367723],,
[0.8960848  0.09755993],[1.9975604 0.4602685],[3.0613472 1.0986085],[4.009946  1.8147082],[4.975082  2.7146015],[5.9005046 3.7567654],[6.8030424 4.851968 ],[7.6264257 5.961217 ],,
[0.69137585 0.08980179],[1.5256891  0.41240883],[2.4057941  0.91413593],[3.3069944 1.6225476],[4.207252 2.445249],[5.079105  3.3610244],[5.936715  4.3244057],[6.752924 5.306768],,
[0.9922397  0.12303591],[2.0131502 0.4533038],[3.1013157  0.98134995],[4.176978 1.626895],[5.2054205 2.3560414],[6.167389 3.182537],[7.113519  4.0838165],[8.014856  4.9498506],,
[0.88284045 0.03562117],[1.8221099  0.13761616],[2.7490761 0.2750435],[3.5889866  0.57122374],[4.4085917 1.0703301],[5.1165013 1.7884583],[5.8701925 2.6493268],[6.654572  3.5503106],,
[0.8317486  0.11684847],[1.6528082 0.5488248],[2.4669006 1.2398953],[3.2253785 2.0848932],[3.97738   3.0178638],[4.736032 4.064787],[5.5058155 5.0787506],[6.205881 6.07901 ],,
[0.6664521 0.0658083],[1.408895  0.3889222],[2.2356188 0.9641776],[3.048665  1.7394595],[3.7938466 2.669221 ],[4.4997005 3.7407026],[5.209254 4.889155],[5.760224  6.0066705],,
[0.9304014  0.09035349],[1.8787347  0.47216415],[2.9323287 1.1623487],[3.897252 2.009194],[4.8011637 2.9366522],[5.6576285 3.8657608],[6.553793  4.8428783],[7.4380956 5.832328 ],,
[0.6667331  0.02763557],[1.4495121  0.24384165],[2.2692678 0.6453328],[3.0229232 1.2288733],[3.7495692 1.9013281],[4.456201 2.653492],[5.1199765 3.4656973],[5.759485  4.3265433],,
[0.7434744  0.09790611],[1.5869354  0.40198517],[2.5384192 1.0002108],[3.4744992 1.8100948],[4.3381205 2.7487721],[5.0933537 3.7928443],[5.774243  4.8951845],[6.319927  5.9851046],,
[0.78965294 0.06954098],[1.64856    0.35685444],[2.5531127 0.8777213],[3.3940396 1.6041961],[4.0994873 2.464099 ],[4.750362  3.4486847],[5.361345 4.513933],[5.958787  5.6362033],,
[0.7876359  0.08238268],[1.7392098  0.25668955],[2.8501065  0.44900036],[3.9878542 0.7237568],[5.0747914 1.1280322],[6.093873  1.7125583],[7.0350423 2.4425607],[7.9070516 3.2742991],,
[0.792425  0.0251689],[1.5499095  0.22850609],[2.3429375 0.6967225],[3.1521256 1.377872 ],[3.941737  2.2519526],[4.6218367 3.2743392],[5.159318 4.403987],[5.6181426 5.5728083],,
[0.67824984 0.07436609],[1.5424496  0.46470022],[2.4532754 1.0994272],[3.3537014 1.8867044],[4.2263207 2.8301716],[5.0427732 3.869668 ],[5.8321056 4.957384 ],[6.585264 6.094487],,
[0.9475172  0.05341959],[1.9051491 0.2547655],[2.9136066 0.6054969],[3.9563358 1.1205316],[4.890392  1.8234296],[5.776303  2.6768465],[6.655348  3.6241188],[7.480584 4.573591],,
[0.6201514 0.0609045],[1.3733169  0.41275978],[2.1694186 1.0205421],[2.9596467 1.7980747],[3.718453  2.6191435],[4.427114  3.4693012],[5.1035295 4.349452 ],[5.681215 5.242026],,
[0.9213304  0.07883978],[1.8894069 0.3248353],[2.8640559  0.75086164],[3.7863953 1.3714833],[4.6323404 2.175632 ],[5.4709473 3.1055775],[6.3292603 4.0782866],[7.1801972 5.074941 ],,
[0.8272673  0.05622101],[1.7446461  0.29953098],[2.7332864 0.6914253],[3.599797  1.2250605],[4.41924   1.9466529],[5.089107  2.7908378],[5.733644  3.7614284],[6.294381 4.651265],,
[0.83300346 0.05093718],[1.7396374 0.2813959],[2.6859152 0.7925606],[3.4735627 1.5700631],[4.1492376 2.571185 ],[4.737288  3.6585464],[5.306264  4.7321453],[5.8903804 5.810663 ],,
[0.5810504  0.00942469],[1.1354523  0.16140985],[1.6231198 0.544971 ],[2.1048522 1.2654505],[2.6626875 2.2009082],[3.2384732 3.252699 ],[3.792515 4.311328],[4.3495436 5.388992 ],,
[0.815184   0.10036564],[1.596594   0.47838688],[2.2867956 1.1438274],[2.9022613 2.080779 ],[3.438591  3.1368084],[3.8904798 4.253092 ],[4.2754784 5.355792 ],[4.6702676 6.438572 ],,
[0.79314137 0.06313419],[1.6297971  0.31785965],[2.5169513  0.83327675],[3.3397512 1.5777411],[4.0277057 2.4730635],[4.5489454 3.4470277],[4.9913087 4.436381 ],[5.3765635 5.325003 ],,
[0.4906188  0.03132153],[1.0622528  0.20943975],[1.806338 0.636569],[2.611532  1.3409333],[3.4173317 2.2472668],[4.1536417 3.318389 ],[4.72822   4.4556103],[5.2214303 5.615813 ],,
[0.47449782 0.04616451],[0.95231223 0.28168583],[1.4902995 0.7194166],[2.07536   1.2965527],[2.6344588 1.9954824],[3.1671758 2.8086653],[3.6950388 3.6578693],[4.193924 4.462518],,
[0.76185715 0.05737257],[1.529592   0.27916384],[2.3167295  0.71017313],[3.0343587 1.3468976],[3.6420228 2.1525893],[4.159938  3.0911608],[4.6084795 4.0883718],[4.9517803 5.0273237],,
[0.96154606 0.11003637],[1.8947899  0.45143175],[2.795643  1.0621843],[3.6020932 1.9088597],[4.2647758 2.9267287],[4.783052  4.0593777],[5.156452 5.24826 ],[5.414199  6.3895164],,
[1.0594416 0.0845437],[2.0393896  0.38277102],[2.9423032 0.9767456],[3.722059  1.8595948],[4.344306  2.9188747],[4.8172326 4.0252028],[5.224484  5.1625514],[5.576375  6.2852616],,
[1.0672725  0.09618664],[2.1265383  0.35426092],[3.1639726 0.7825203],[4.0466204 1.3606138],[4.722671  2.1314392],[5.1267176 3.1304817],[5.2842884 4.2627916],[5.334165  5.4237666],,
[0.7177239  0.06462383],[1.5666232  0.35320234],[2.4625962 0.9948368],[3.2489052 1.9450846],[3.8886588 3.027853 ],[4.434493  4.1464686],[4.9659953 5.237257 ],[5.545692  6.3232937],,
[0.8809794  0.11643457],[1.7399509  0.50513315],[2.5504696 1.182867 ],[3.261735 2.092493],[3.8933723 3.1816382],[4.4536242 4.375043 ],[4.95937   5.6060266],[5.3962393 6.7783427],,
[0.46259487 0.05254459],[1.0070643  0.31891966],[1.6065267 0.8126211],[2.1567395 1.4948659],[2.6576874 2.3198652],[3.1360996 3.2883296],[3.631939  4.3858876],[4.113817  5.4946475],,
[0.9087224  0.11414146],[1.8242934  0.48906183],[2.716533  1.1816258],[3.50956  2.109847],[4.168806 3.210884],[4.7066483 4.401478 ],[5.0960007 5.6301246],[5.3895874 6.8613524],,
[0.9065333  0.09694242],[1.8322397  0.39544106],[2.7925327  0.95826626],[3.7425287 1.7163639],[4.635279  2.5855727],[5.4581184 3.5740213],[6.121459  4.6269326],[6.6902733 5.6561756],,
[0.76539505 0.08383369],[1.5738884  0.41300583],[2.3940835  0.98565245],[3.177026  1.7590346],[3.9176612 2.6781182],[4.6745605 3.6546946],[5.5010977 4.6184235],[6.335037 5.502973],,
[0.7351596 0.1124382],[1.5366254  0.53765774],[2.3606057 1.233974 ],[3.1811788 2.1348758],[3.9459496 3.1456714],[4.6768622 4.2678657],[5.3573575 5.408393 ],[6.0058956 6.49848  ],,
[0.71094775 0.03976488],[1.4572384 0.2703061],[2.2229264  0.77044487],[2.979004  1.4988194],[3.7510486 2.352909 ],[4.5026526 3.259511 ],[5.2035537 4.196358 ],[5.808438 5.095597],,
[0.7033106  0.07689667],[1.429886   0.38838196],[2.2111156 0.9635339],[2.9619458 1.745831 ],[3.6494472 2.6036859],[4.3784885 3.5258532],[5.123687 4.472528],[5.818933  5.3976765],,
[0.88778466 0.11298227],[1.7421613 0.5012708],[2.5137384 1.1619229],[3.172191  2.0674734],[3.7089636 3.1417727],[4.081216  4.2365727],[4.3456254 5.355516 ],[4.535357 6.454656],,
[0.7557252  0.09272671],[1.5840882 0.4194026],[2.4399178 0.9610162],[3.294175  1.6754203],[4.092912  2.4906583],[4.8266563 3.3962498],[5.4565263 4.3565874],[6.009082  5.2893324],,
[0.71316075 0.07897806],[1.4768696 0.4405613],[2.220908 1.025928],[2.8962018 1.7921915],[3.5286977 2.676074 ],[4.0987716 3.5714226],[4.645148  4.4845767],[5.1857176 5.3116946],,
[0.58168066 0.08184719],[1.2014956 0.484385 ],[1.8577462 1.2137122],[2.5439377 2.1195788],[3.2533834 3.1021757],[4.0587363 4.1235924],[4.876638 5.023995],[5.7355375 5.7435904],,
[0.90599823 0.08700037],[1.8168541  0.42396927],[2.6300468 0.9527912],[3.2836123 1.551127 ],[3.8807147 2.099681 ],[4.262176  2.4893565],[4.559795  2.8205085],[4.8507504 2.9923658],,
[0.88209456 0.10412836],[1.6275337 0.4110284],[2.2704213 0.9018278],[2.9254098 1.5594487],[3.5829496 2.3079429],[4.232927  3.0867028],[4.8751755 3.8588276],[5.5253115 4.5874453],,
[0.81961584 0.09344387],[1.584582   0.39712763],[2.266955  0.9100299],[2.8423615 1.6007919],[3.3236775 2.3709912],[3.716519 3.124322],[4.1027184 3.887476 ],[4.4564323 4.5874457],,
[0.97998583 0.11341572],[1.8989093  0.46606445],[2.7709408 1.1071243],[3.4587936 1.9178824],[3.9973977 2.8253417],[4.4984813 3.7559333],[4.983556  4.5602975],[5.493622 5.144649],,
[0.952176   0.11607599],[1.9565688  0.43012762],[2.926729  0.8966727],[3.9082181 1.5275793],[4.8678036 2.287683 ],[5.775497 3.111114],[6.6538725 3.971829 ],[7.486995  4.7984805],,
[0.6581554  0.09293079],[1.365751   0.41976547],[2.0439935  0.99504185],[2.625193  1.7734575],[3.0584576 2.6544785],[3.3315067 3.5797906],[3.5003788 4.549515 ],[3.6567957 5.506154 ],,
[0.67723525 0.09317589],[1.3819935  0.47500706],[2.0768557 1.2383728],[2.6578448 2.2485862],[3.1599736 3.4103913],[3.668742  4.6636767],[4.1567707 5.8969016],[4.6457763 7.0895452],,
[0.894194   0.11351871],[1.6979755 0.4413495],[2.3534474  0.98164654],[2.7454014 1.6378303],[2.9530764 2.3616085],[3.039799 3.11695 ],[3.0613525 3.869166 ],[2.9674306 4.543874 ],,
[0.9810236  0.10201883],[1.8281268  0.46697235],[2.563943  1.2053351],[3.1580591 2.1839423],[3.6717227 3.4617162],[4.039561 4.687822],[4.2983923 5.8833885],[4.487081  6.9758415],,
[0.7168334  0.08711481],[1.362964   0.31555986],[1.9577079 0.6922684],[2.4559078 1.1591768],[2.796757  1.6104946],[3.0039492 2.0370626],[3.1350539 2.3335853],[3.2079754 2.5197349],,
[0.7997161  0.10733032],[1.6305584  0.41031647],[2.3507848 0.8493862],[3.0280774 1.4211631],[3.4404838 1.9387679],[3.6201882 2.3944435],[3.645501  2.8121157],[3.614702  3.0795803],,
[0.6913214  0.12057447],[1.2616681  0.49437904],[1.6652285 1.1294289],[1.9179288 2.0062642],[1.9310774 2.8695626],[1.796192  3.6802626],[1.6207001 4.2612047],[1.4435016 4.5446205],,
[0.84117186 0.09618664],[1.6329231  0.33366632],[2.2815778 0.7206807],[2.662774  1.2459073],[2.78574   1.9034195],[2.674867  2.6524749],[2.363641  3.4091177],[1.9634936 4.091765 ],,
[0.6423639  0.08359194],[1.2405715 0.3508997],[1.8156494 0.8647227],[2.2952635 1.5821791],[2.6952057 2.4389396],[2.974619  3.3347049],[3.1298263 4.187967 ],[3.1729445 4.884222 ],,
[0.98571503 0.13280153],[1.886695  0.5186291],[2.5710382 1.134923 ],[2.972042  1.9376192],[3.0449128 2.819964 ],[2.826532  3.6702127],[2.3680859 4.3986454],[1.7570549 4.8913465],,
[0.81542826 0.07319164],[1.4293348  0.32093287],[1.9167557 0.7233238],[2.1963203 1.2050714],[2.2587018 1.6548018],[2.1799967 2.053401 ],[2.0389185 2.3821993],[1.8665271 2.5648475],,
[1.0085735  0.13990545],[1.9593042  0.48159552],[2.816805  1.0175452],[3.53639  1.672564],[3.955882  2.2613173],[4.1336236 2.845336 ],[4.1600347 3.2993646],[4.113217  3.6424193],,
[0.8145411  0.10988855],[1.5620325 0.463696 ],[2.240692 1.060977],[2.8237863 1.8182735],[3.2980266 2.6131654],[3.7333145 3.3622198],[4.145492  3.9805474],[4.501351  4.3562336],,
[0.5399627  0.10397625],[0.97104406 0.40091515],[1.3703225 1.0115366],[1.6073351 1.9272547],[1.5826769 3.0124745],[1.323794  4.1438913],[0.827422 5.042136],[0.24672113 5.6747413 ],,
