[1.178522   0.04988003],[2.3907042  0.15909624],[3.6027555 0.2775545],[4.7860336  0.39680195],[5.9595423  0.48373747],[7.1083984 0.5333152],[8.191231  0.5992913],[9.258666  0.6830001],,
[1.2748194  0.07480717],[2.5573134  0.23345995],[3.872436  0.4310994],[5.175263   0.66252565],[6.4525223  0.93834066],[7.7075243 1.2877507],[8.9202585 1.731575 ],[10.067471   2.2387233],,
[1.1084923  0.04536915],[2.2879865 0.2210288],[3.517619   0.49132013],[4.7563553 0.8287878],[6.0011654 1.1878481],[7.2580695 1.5603027],[8.516618 1.934845],[9.759261  2.3129282],,
[1.2630436  0.07344151],[2.5956533 0.2363491],[3.9209895 0.4477949],[5.261374  0.7187023],[6.5741725 1.0476584],[7.8991594 1.4237947],[9.162951  1.8868418],[10.394622   2.4421144],,
[1.2479682  0.06248379],[2.5048919  0.20530653],[3.7804413 0.3935566],[5.0377417 0.5914798],[6.285099  0.7750578],[7.525001   0.93123627],[8.735158  1.0908918],[9.938491  1.2549591],,
[1.1233919  0.06591606],[2.2679484  0.30058956],[3.4247546 0.626451 ],[4.570496  1.0137763],[5.717708  1.4397097],[6.8860283 1.8538656],[8.089441  2.1703768],[9.28954   2.4390945],,
[1.2782321  0.12496185],[2.5287006 0.4742694],[3.729234 0.96066 ],[4.9093046 1.5072446],[6.048963 2.022326],[7.162151  2.4710455],[8.294091 2.832192],[9.413641  3.1127963],,
[1.1750093  0.07904625],[2.3489401  0.30844784],[3.5749097 0.5935364],[4.82525   0.9411993],[6.0892606 1.3141456],[7.364749  1.6768851],[8.631339  2.0406756],[9.850503 2.38417 ],,
[1.2571181  0.04084158],[2.5369377  0.14805365],[3.8342903 0.2645154],[5.127804   0.36656618],[6.4114842  0.43548203],[7.6738787  0.47225142],[8.901173   0.45841193],[10.101251  0.410887],,
[1.2687924  0.08143711],[2.5555987 0.3292551],[3.8627748 0.6983738],[5.1808767 1.1440768],[6.505199  1.6202164],[7.8249135 2.0641727],[9.222404  2.4782958],[10.66451   2.844273],,
[1.3134673  0.07098436],[2.6233704 0.2309866],[3.9555814 0.4435706],[5.2818174  0.67093897],[6.6053925 0.927217 ],[7.927034  1.2156181],[9.202972 1.544033],[10.451754   1.9123058],,
[1.147931   0.06284094],[2.3445063  0.23709011],[3.6158664  0.49925137],[4.8970466 0.815516 ],[6.1558933 1.1913381],[7.41472   1.6168885],[8.641232  2.0864363],[9.824874  2.5856013],,
[1.301852   0.05057812],[2.614699   0.18151093],[3.9274983 0.3494277],[5.254012   0.54591227],[6.567234   0.77505064],[7.8658495 1.034039 ],[9.133253  1.3028426],[10.368757   1.5717611],,
[1.1337924  0.05841541],[2.305805   0.22661924],[3.5020168  0.48440218],[4.709753   0.80215406],[5.895855 1.150487],[7.1044035 1.5094495],[8.287956  1.8413358],[9.458189  2.1585011],,
[1.1973153  0.06547976],[2.440753   0.26502085],[3.7018585 0.5489845],[4.972607 0.867743],[6.2533693 1.1621389],[7.5566278 1.4210501],[8.87091   1.6106486],[10.157052   1.7451396],,
[1.1755521  0.07138252],[2.3962326  0.27120733],[3.6012857 0.5302377],[4.8650355 0.8230467],[6.1511207 1.0845008],[7.4511337 1.3363485],[8.729704  1.5754247],[10.011332   1.8343568],,
[1.2872277 0.0709343],[2.565963   0.25958824],[3.805203  0.5245724],[5.0349183 0.854002 ],[6.2503514 1.2419419],[7.4401383 1.6891232],[8.6036625 2.1747684],[9.715619  2.6783676],,
[1.2717805  0.08252287],[2.5373564 0.2872591],[3.8108943  0.56714153],[5.0514536 0.8627362],[6.2540307 1.1260071],[7.3984613 1.2698383],[8.518624  1.3641663],[9.538997  1.4598494],,
[1.3069532  0.07471895],[2.6238434 0.2588339],[3.979311 0.523849],[5.3279595 0.8347163],[6.6663194 1.1712666],[7.9993863 1.5260506],[9.316189  1.9025397],[10.599525   2.3035998],,
[ 1.2624477  -0.00320959],[2.49835610e+00 1.04904175e-05],[ 3.6446373  -0.06336498],[ 4.667556  -0.2541492],[ 5.4661016 -0.5473058],[ 6.1023126 -0.9715836],[ 6.690439  -1.6275916],[ 7.028431  -2.1023688],,
[1.4217145  0.01588917],[2.8623328  0.01244998],[4.24885    0.03140569],[5.630142   0.09159064],[7.0070786  0.21506667],[8.381831  0.4229176],[9.715025 0.76    ],[10.950138   1.2069819],,
[1.2672315 0.0384531],[2.5224636  0.17690659],[3.751386  0.4052863],[4.996587 0.722147],[6.236425  1.1244106],[7.444912  1.6012874],[8.604777  2.1643023],[9.726355  2.7806115],,
[1.3729157  0.05488348],[2.7152476 0.2078824],[4.0073595  0.42860842],[5.361901  0.6854501],[6.630383  0.9944978],[7.8824344 1.3756204],[9.094331  1.7972746],[10.266013   2.2802744],,
[1.2638098 0.0616703],[2.5097606 0.2495184],[3.7483118 0.5313091],[4.9979777 0.8677888],[6.2468576 1.2691894],[7.508772  1.7084188],[8.759502  2.1709952],[9.9827175 2.6318645],,
[1.3047881 0.0427022],[2.6164272  0.17326927],[3.9616063  0.37678623],[5.3092146 0.6292944],[6.63628  0.932477],[7.9676466 1.2990317],[9.271194  1.7530117],[10.494602   2.2679543],,
[1.2622635  0.07795906],[2.5704844 0.3008871],[3.9246042 0.628407 ],[5.2553787  0.94507647],[6.5698028 1.254015 ],[7.9007487 1.5525484],[9.226403  1.8460131],[10.447509   2.1479225],,
[1.275413   0.02753735],[2.564221   0.10277128],[3.869718   0.21314096],[5.187127  0.3761115],[6.4884763  0.60334253],[7.7846527 0.8957505],[9.059009  1.2626519],[10.283136   1.6988916],,
[1.2536644  0.03453922],[2.4827366  0.14431334],[3.722382   0.30769396],[4.970869   0.49803495],[6.1852074  0.69507027],[7.4199514  0.90554667],[8.6163    1.1592607],[9.811626  1.4620857],,
[1.3177598  0.02858877],[2.6567698  0.09711218],[4.005388   0.19143486],[5.358351   0.31145906],[6.691068   0.45834923],[8.030162   0.64304304],[9.348605   0.88406277],[10.629746   1.1912651],,
[1.3414414  0.04113436],[2.684538   0.18888283],[4.0304084 0.4469452],[5.3332324 0.8403044],[6.553029  1.3784184],[7.711865  2.0593624],[8.7995405 2.876041 ],[9.775773  3.7660136],,
[1.3619487  0.03781462],[2.7416728  0.16782808],[4.1210113 0.3591776],[5.4712863 0.6216483],[6.8215775  0.95071936],[8.166739  1.3342004],[9.466045  1.7977595],[10.714533   2.3311992],,
[1.3449444  0.05754852],[2.7038648  0.22546291],[4.069351   0.44669294],[5.416907   0.72493315],[6.767067 1.012598],[8.122488  1.2924404],[9.448413  1.5682125],[10.730009   1.8438182],,
[1.2952211  0.05027056],[2.5965283  0.15794516],[3.8978412  0.29841852],[5.2179146 0.4616604],[6.5404596 0.6679263],[7.85367   0.9295912],[9.134918  1.2702179],[10.348225   1.6875534],,
[1.2876501  0.04518509],[2.5869455  0.18068886],[3.8666108  0.39411545],[5.157052  0.6755738],[6.4029837 1.0114884],[7.641459  1.4009309],[8.870902  1.8422766],[10.066117   2.3073325],,
[1.3386033  0.02389097],[2.688829   0.08974266],[4.040136   0.20099974],[5.380991   0.38234282],[6.708968 0.650249],[8.015128  1.0302167],[9.228532  1.5497608],[10.377336   2.1822963],,
[ 1.422454   -0.00385189],[2.7621095  0.08469105],[4.1056347 0.2565546],[5.4214168 0.5481553],[6.6872687 0.9732065],[7.8946958 1.5192294],[9.049142  2.1866288],[10.13709    2.9473033],,
[1.2434815  0.04030895],[2.4982858 0.1597786],[3.7426856  0.38648224],[4.967231  0.7325721],[6.1494145 1.2100778],[7.290425  1.8076148],[8.350436 2.550818],[9.330862  3.4023404],,
[1.2891879  0.03530264],[2.5715098 0.1149435],[3.859398   0.24982643],[5.146721   0.43443346],[6.434948   0.66802454],[7.727827 0.963109],[8.9967    1.3114152],[10.22926    1.7333059],,
[1.3388143  0.02819443],[2.6934538  0.15841532],[4.010593   0.39641333],[5.2918653  0.75346756],[6.5256796 1.2078509],[7.7443433 1.7554765],[8.929455 2.393001],[10.050797   3.1108556],,
[1.3349594  0.03467655],[2.653054   0.15930367],[3.9307451  0.34793663],[5.243266  0.6342244],[6.548194  1.0317516],[7.8014054 1.500855 ],[9.001632  2.0378547],[10.192159   2.6014547],,
[1.3020272  0.04470778],[2.6153922  0.19510555],[3.9139953  0.46239996],[5.169401  0.8608217],[6.3979883 1.3974319],[7.585982 2.034092],[8.719847  2.7677264],[9.779089 3.584488],,
[1.2280519  0.02499056],[2.4853976  0.08436203],[3.762934   0.17016602],[5.0321927  0.31651688],[6.2645946 0.5371003],[7.490176  0.8549404],[8.683113  1.2715659],[9.826223  1.8004122],,
[1.1869316  0.04846478],[2.4065132  0.21690655],[3.605277  0.5376859],[4.7795653 1.0019517],[5.912656  1.5999188],[6.9978404 2.307581 ],[8.030131 3.103302],[9.007264  3.9518313],,
[1.3207066  0.02106047],[2.6544309  0.02896738],[3.9632914  0.06429052],[5.2748203  0.15524435],[6.5758214  0.31781816],[7.8713965 0.5179496],[9.137511  0.7764807],[10.310203   1.1110606],,
[1.2781645  0.03317547],[2.5534408 0.1247983],[3.820093  0.2953782],[5.0709405 0.5454798],[6.277644   0.88636494],[7.456482  1.3140512],[8.604016  1.8557839],[9.691284  2.4969783],,
[1.2303171  0.02778006],[2.4496896  0.13459206],[3.6992848  0.33975315],[4.961326  0.6285429],[6.226769  1.0060544],[7.4675694 1.4718094],[8.67972   2.0278997],[9.848001  2.6668158],,
[1.2979244  0.04395533],[2.5816848  0.12037706],[3.898172   0.24522924],[5.183451 0.412138],[6.4794617  0.63525677],[7.7443714  0.91831636],[8.943745  1.2823234],[10.054081  1.740993],,
[1.3829254 0.0483923],[2.737748   0.18978643],[4.090681   0.39858103],[5.431596  0.6847544],[6.755221  1.0359907],[8.040118 1.425312],[9.318271  1.8597565],[10.555116  2.354888],,
[1.3695765  0.01969337],[2.7080827  0.06173086],[4.0556507  0.12604856],[5.4092817  0.24154234],[6.732293   0.42979813],[8.044949  0.7196107],[9.30147   1.1483622],[10.469491   1.7145925],,
[1.2325273  0.02311373],[2.4893785  0.10269117],[3.739153   0.24379587],[4.9650187 0.4396224],[6.1604004 0.6753669],[7.268262   0.90333223],[8.296337 1.134788],[9.2688265 1.3900604],,
[1.3019128  0.01279449],[2.6593626  0.10734749],[3.953124   0.33102942],[5.2140017  0.68007755],[6.4216285 1.1636672],[7.598166  1.7666335],[8.719587  2.4749398],[9.76427  3.255301],,
[1.3276361  0.03527737],[2.6700342  0.11634016],[4.0173583  0.26085567],[5.3498445 0.4914651],[6.6687145  0.77781487],[7.961967 1.151588],[9.248514  1.5798192],[10.482716   2.0675244],,
[1.2832568  0.05845165],[2.5933423  0.24603367],[3.9043114 0.5789747],[5.1470637 1.0340233],[6.371876  1.5854087],[7.571273  2.1952877],[8.748391 2.883288],[9.88637   3.6226115],,
[1.3745162  0.03706121],[2.7054873  0.17997742],[4.028511   0.42154408],[5.364864  0.7955332],[6.636721  1.3206005],[7.8215227 1.9423227],[8.919633  2.6650429],[9.953924  3.4429336],,
[1.2941688  0.04240847],[2.6075137  0.10133028],[3.9368196  0.18054819],[5.246731  0.3034444],[6.556855   0.49261665],[7.858252   0.77300835],[9.111513  1.1783853],[10.326235   1.7192607],,
[1.2515968  0.02005291],[2.5396516  0.04938936],[3.8364534  0.08785009],[5.149094  0.1674428],[6.3947334 0.3206582],[7.6060295 0.6052766],[8.737082  1.0494142],[9.769249  1.6340189],,
[1.3092053  0.04728174],[2.647215   0.13826132],[3.9905856  0.29688597],[5.3241987  0.54857683],[6.621051   0.91268015],[7.8809996 1.390171 ],[9.091814  2.0333924],[10.247555   2.8118653],,
[1.338824   0.03437614],[2.6869478  0.11922789],[4.0207458  0.28317118],[5.3599133  0.53365993],[6.6521726 0.9120221],[7.910533  1.4158092],[9.099128 2.05825 ],[10.19863    2.8113656],,
[1.3581798  0.04118538],[2.7325153  0.13140583],[4.072295   0.30764866],[5.422004  0.5846205],[6.7446785  0.96935225],[8.030042  1.4674096],[9.25636   2.0670023],[10.403982  2.767921],,
[1.326891  0.0357604],[2.6647494  0.07452106],[3.9964132  0.20794725],[5.2744603  0.47629118],[6.4968457 0.9371934],[7.6395936 1.5875363],[8.678393  2.4167461],[9.596671 3.369223],,
[1.3310733  0.03185415],[2.634719   0.11096048],[3.9271617  0.24529648],[5.187327   0.42565727],[6.446056   0.69652224],[7.665569  1.0452566],[8.8343935 1.4722614],[9.962401  1.9778166],,
[1.3512923  0.04513693],[2.703694   0.14329052],[4.018026   0.29475737],[5.3419194 0.5068979],[6.653074  0.7806134],[7.9530916 1.1208119],[9.2033825 1.5239267],[10.4128065  2.0146313],,
[1.3410472  0.02079821],[2.6491942 0.0832572],[3.9384751  0.22946978],[5.2119417  0.47436666],[6.4646163 0.8526859],[7.6618743 1.371253 ],[8.756505  2.0163946],[9.756077  2.7706094],,
[1.3677499  0.08208132],[2.710557   0.30348825],[4.0172067 0.6248393],[5.2990093 1.01298  ],[6.555997  1.4535966],[7.804264  1.9059081],[9.047825  2.3492613],[10.245371   2.8051767],,
[1.3121052  0.05947638],[2.6208773  0.21958065],[3.9106286 0.4597001],[5.2019415  0.75689507],[6.4615436 1.102334 ],[7.7192    1.4708672],[8.964279  1.8507576],[10.152256   2.2619538],,
[1.3278382  0.06253576],[2.5871305  0.28216314],[3.8182876  0.67385244],[5.007739  1.1931624],[6.1656213 1.8056784],[7.289806  2.4749665],[8.399915  3.1686153],[9.497004  3.8542118],,
[1.2944161  0.05228281],[2.5852058  0.20974207],[3.8504224 0.4967599],[5.087673  0.8878689],[6.3095255 1.3584003],[7.5045342 1.9048615],[8.661343  2.5030446],[9.780342  3.1455479],,
[1.3325714  0.04116583],[2.6569092  0.12855577],[3.9594698 0.2859397],[5.183942   0.47647095],[6.4250093 0.7393913],[7.6433444 1.0821943],[8.820782  1.5025854],[9.968459  2.0065155],,
[1.3330975  0.07422447],[2.6672492  0.29217148],[3.9987395 0.6161995],[5.316929 1.02251 ],[6.6210995 1.4881549],[7.914378  1.9747458],[9.201494  2.4656515],[10.451153  2.955442],,
[1.269037   0.05793381],[2.5532544 0.2154789],[3.8415058  0.47208214],[5.11197    0.80913687],[6.360615  1.2311273],[7.5724163 1.707077 ],[8.777391  2.2345939],[9.908655  2.8072305],,
[1.2766804  0.06561995],[2.5968032  0.24682903],[3.9063487  0.51528454],[5.2068233 0.8419676],[6.5046115 1.212153 ],[7.7509704 1.630158 ],[8.894846 2.066534],[9.910527  2.4974627],,
[1.2648273  0.04870892],[2.5335875 0.1724577],[3.8084726  0.36088848],[5.0560474 0.5924015],[6.316251  0.8722372],[7.5692987 1.2123456],[8.783666 1.632185],[9.985236 2.132681],,
[1.158703   0.08575487],[2.3547254  0.32630014],[3.5370212 0.6818657],[4.7367673 1.1214399],[5.938884  1.6095395],[7.1412945 2.1168065],[8.320492  2.6762033],[9.468042  3.2903218],,
