index,x,y,w,x,y,z,else
0,0.3046829104423523,-0.494253545999527,0.9867897629737854,-0.0006944951019249856,1.3111165571899619e-05,-0.1620049774646759,
1,0.304682195186615,-0.49424612522125244,0.9867860674858093,-0.0006938755395822227,1.2796748706023209e-05,-0.16202786564826965,
2,0.30462557077407837,-0.4940997064113617,0.9867901802062988,-0.0006925113848410547,1.0571460734354332e-05,-0.16200193762779236,
3,0.3047226071357727,-0.49399304389953613,0.9867905974388123,-0.0006934218690730631,9.809557013795711e-06,-0.1619996726512909,
4,0.3461853265762329,-0.503384530544281,0.988847017288208,-0.0006913511315360665,1.659157351241447e-05,-0.1489332616329193,
5,0.5263304710388184,-0.5582864284515381,0.9889346957206726,-0.0009143612114712596,4.32456836279016e-05,-0.1483493149280548,
6,0.7171059846878052,-0.6250736117362976,0.9881126284599304,-0.0008990096976049244,3.665905387606472e-05,-0.15372894704341888,
7,0.930237352848053,-0.6901937127113342,0.9895826578140259,-0.0009512827964499593,2.541292133173556e-06,-0.1439630389213562,
8,1.1829309463500977,-0.7665683627128601,0.9901247620582581,-0.0010137174976989627,0.00021860560809727758,-0.14018535614013672,
9,1.4795502424240112,-0.8718210458755493,0.9885973930358887,-0.0009017267148010433,0.0002840443921741098,-0.15058046579360962,
10,1.7358505725860596,-0.9638625979423523,0.9873561859130859,-0.0009086737991310656,0.00028173625469207764,-0.15851520001888275,
11,2.106435775756836,-1.0640380382537842,0.9926304221153259,-0.0008176779956556857,9.663806122262031e-05,-0.12117812782526016,
12,2.4379942417144775,-1.1779502630233765,0.9875664710998535,-0.0008170569781213999,4.525982876657508e-05,-0.1571996957063675,
13,2.7758238315582275,-1.2926907539367676,0.9901469349861145,-0.0008317936444655061,4.802445982932113e-05,-0.140030637383461,
14,3.015026092529297,-1.3378700017929077,0.9943849444389343,-0.0007139052031561732,0.00010302712325938046,-0.1058209240436554,
15,3.357614517211914,-1.4360320568084717,0.9918606281280518,-0.0007403980125673115,8.739678014535457e-05,-0.1273258626461029,
16,3.745774745941162,-1.5325071811676025,0.993170440196991,-0.0007500639767386019,7.434077269863337e-05,-0.11667000502347946,
17,4.0847697257995605,-1.6362073421478271,0.9922094345092773,-0.0007124807452782989,3.586973252822645e-05,-0.12457925826311111,
18,4.404022216796875,-1.749540090560913,0.9886366724967957,-0.000704535108525306,-1.846613668021746e-05,-0.15032340586185455,
19,4.7261152267456055,-1.8511977195739746,0.9907212257385254,-0.0006891217781230807,-1.0852852028619964e-05,-0.13590885698795319,
20,5.085883617401123,-1.8734209537506104,0.9998035430908203,-0.0008619960863143206,-2.062629755528178e-05,-0.019798727706074715,
21,5.316431522369385,-1.8056799173355103,0.9936985969543457,-0.0008496797527186573,0.0001604116114322096,0.11208214610815048,
22,5.680599689483643,-1.6057612895965576,0.9653134346008301,-0.0008774785092100501,0.00034400992444716394,0.26109209656715393,
23,5.901885509490967,-1.3655928373336792,0.9163116812705994,-0.0008079847320914268,0.000629387388471514,0.4004642367362976,
24,6.064386367797852,-1.0295162200927734,0.8414980173110962,-0.0006654054159298539,0.0009594266302883625,0.5402588248252869,
25,6.126373767852783,-0.654064416885376,0.7653449177742004,-0.0004840367764700204,0.0011708550155162811,0.6436191201210022,
26,6.1057305335998535,-0.4247645139694214,0.6869113445281982,-0.0002486402227077633,0.001195991295389831,0.726740300655365,
27,6.011750221252441,-0.20022113621234894,0.5873018503189087,-3.921607640222646e-05,0.001257983734831214,0.8093669414520264,
28,5.807788372039795,0.07321169227361679,0.4550774395465851,0.00020766827219631523,0.0011897599324584007,0.8904510140419006,
29,5.589682579040527,0.24143047630786896,0.33884119987487793,0.00036063726292923093,0.0011405060067772865,0.940842866897583,
30,5.160343170166016,0.4459984600543976,0.20569583773612976,0.0005091238999739289,0.0010370956733822823,0.9786153435707092,
31,4.803391933441162,0.5770344734191895,0.16086271405220032,0.00042002552072517574,0.0010654670186340809,0.986976146697998,
32,4.388267993927002,0.6948448419570923,0.1310923844575882,0.0006853037630207837,0.0008991036447696388,0.9913694858551025,
33,4.010350227355957,0.7910191416740417,0.11623188108205795,0.0006844805320724845,0.0008918031817302108,0.9932214021682739,
34,3.5593302249908447,0.9193311929702759,0.126118466258049,0.0006852485821582377,0.0009196858736686409,0.9920145273208618,
35,3.2063241004943848,1.014456033706665,0.12343721836805344,0.0006692088209092617,0.0006931413081474602,0.9923520088195801,
36,2.639085531234741,1.1873579025268555,0.12259439378976822,0.0006298798252828419,0.0006318890955299139,0.9924564957618713,
37,2.2304043769836426,1.3266643285751343,0.13511119782924652,0.000627074099611491,0.0006383891450241208,0.99083012342453,
38,1.8206580877304077,1.473653793334961,0.1599568873643875,0.0006118296296335757,0.0006870809011161327,0.9871236085891724,
39,1.4640192985534668,1.584291696548462,0.1457330584526062,0.0006128664244897664,0.0006864728056825697,0.9893235564231873,
40,1.4258838891983032,1.5965076684951782,0.14633777737617493,0.0004016933962702751,0.0006170815322548151,0.9892343878746033,
41,1.4246513843536377,1.5970991849899292,0.1463288962841034,0.00035989537718705833,0.0005581376608461142,0.9892357587814331,
42,1.4249540567398071,1.597121238708496,0.14633090794086456,0.000343130697729066,0.0005546736065298319,0.989235520362854,
